codcom;commune;RP2020;Département;Nom_CPTS;FINESS;Nom_CPTS_Miniscule;Statut
12268;Sénergues;424;12-Aveyron;;;;
12269;La Serre;126;12-Aveyron;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
12270;Sévérac d'Aveyron;4079;12-Aveyron;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
12272;Sonnac;519;12-Aveyron;CPTS GRAND FIGEAC ;46 000 786 7;Grand Figeac ;Accord conventionnel interprofessionnel signé
12273;Soulages-Bonneval;298;12-Aveyron;CPTS NORD AVEYRON;;Nord Aveyron;Accord conventionnel interprofessionnel signé
12274;Sylvanès;114;12-Aveyron;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
12275;Tauriac-de-Camarès;35;12-Aveyron;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
12276;Tauriac-de-Naucelle;359;12-Aveyron;;;;
12277;Taussac;523;12-Aveyron;CPTS NORD AVEYRON;;Nord Aveyron;Accord conventionnel interprofessionnel signé
12278;Tayrac;185;12-Aveyron;CPTS POSAVI;12 000 930 3;POSAVI;Accord conventionnel interprofessionnel signé
12280;Thérondels;391;12-Aveyron;CPTS NORD AVEYRON;;Nord Aveyron;Accord conventionnel interprofessionnel signé
12281;Toulonjac;745;12-Aveyron;CPTS POSAVI;12 000 930 3;POSAVI;Accord conventionnel interprofessionnel signé
12282;Tournemire;424;12-Aveyron;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
12283;Trémouilles;476;12-Aveyron;;;;
12284;Le Truel;344;12-Aveyron;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
12286;Vabres-l'Abbaye;1219;12-Aveyron;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
12287;Vailhourles;636;12-Aveyron;CPTS POSAVI;12 000 930 3;POSAVI;Accord conventionnel interprofessionnel signé
12288;Valady;1595;12-Aveyron;;;;
12289;Valzergues;206;12-Aveyron;;;;
12290;Vaureilles;490;12-Aveyron;CPTS POSAVI;12 000 930 3;POSAVI;Accord conventionnel interprofessionnel signé
12291;Verrières;378;12-Aveyron;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
12292;Versols-et-Lapeyre;416;12-Aveyron;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
12293;Veyreau;136;12-Aveyron;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
12294;Vézins-de-Lévézou;649;12-Aveyron;;;;
12295;Viala-du-Pas-de-Jaux;97;12-Aveyron;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
12296;Viala-du-Tarn;528;12-Aveyron;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
12297;Le Vibal;510;12-Aveyron;;;;
12298;Villecomtal;417;12-Aveyron;;;;
12299;Villefranche-de-Panat;684;12-Aveyron;;;;
12300;Villefranche-de-Rouergue;11681;12-Aveyron;CPTS POSAVI;12 000 930 3;POSAVI;Accord conventionnel interprofessionnel signé
12301;Villeneuve;1976;12-Aveyron;CPTS POSAVI;12 000 930 3;POSAVI;Accord conventionnel interprofessionnel signé
12303;Vimenet;251;12-Aveyron;;;;
12305;Viviez;1227;12-Aveyron;;;;
12307;Curan;293;12-Aveyron;;;;
30001;Aigaliers;525;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30002;Aigremont;770;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30003;Aigues-Mortes;8664;30-Gard;CPTS CAMARGUE GARDOISE;;Camargue gardoise;Lettre d'intention validée
30004;Aigues-Vives;3339;30-Gard;CPTS E-RHÔNY;30 002 103 7;E-rhôny;Projet de santé validé
30005;Aiguèze;218;30-Gard;CPTS VALLIS BONA;30 002 065 8;Vallis bona;Accord conventionnel interprofessionnel signé
30006;Aimargues;5729;30-Gard;CPTS CAMARGUE GARDOISE;;Camargue gardoise;Lettre d'intention validée
30007;Alès;42867;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30008;Allègre-les-Fumades;984;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30009;Alzon;173;30-Gard;CPTS AIGOUAL CEVENNES;;Aigoual Cévennes;Lettre d'intention validée
30010;Anduze;3335;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30011;Les Angles;8507;30-Gard;;;;
30012;Aramon;4172;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30013;Argilliers;448;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30014;Arpaillargues-et-Aureillac;1044;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30015;Arphy;143;30-Gard;CPTS AIGOUAL CEVENNES;;Aigoual Cévennes;Lettre d'intention validée
30016;Arre;278;30-Gard;CPTS AIGOUAL CEVENNES;;Aigoual Cévennes;Lettre d'intention validée
30017;Arrigas;212;30-Gard;CPTS AIGOUAL CEVENNES;;Aigoual Cévennes;Lettre d'intention validée
30018;Aspères;530;30-Gard;;;;
30019;Aubais;2952;30-Gard;CPTS E-RHÔNY;30 002 103 7;E-rhôny;Projet de santé validé
30020;Aubord;2347;30-Gard;CPTS CAMARGUE GARDOISE;;Camargue gardoise;Lettre d'intention validée
30021;Aubussargues;321;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30022;Aujac;178;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30023;Aujargues;788;30-Gard;;;;
30024;Aulas;451;30-Gard;CPTS AIGOUAL CEVENNES;;Aigoual Cévennes;Lettre d'intention validée
30025;Aumessas;230;30-Gard;CPTS AIGOUAL CEVENNES;;Aigoual Cévennes;Lettre d'intention validée
30026;Avèze;1067;30-Gard;CPTS AIGOUAL CEVENNES;;Aigoual Cévennes;Lettre d'intention validée
30027;Bagard;2570;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30028;Bagnols-sur-Cèze;18072;30-Gard;;;;
30029;Barjac;1616;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30030;Baron;358;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30031;La Bastide-d'Engras;202;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30032;Beaucaire;15659;30-Gard;CPTS COSTIERES EN CAMARGUE;30 002 102 9;Costières en Camargue;Accord conventionnel interprofessionnel signé
30033;Beauvoisin;5323;30-Gard;CPTS CAMARGUE GARDOISE;;Camargue gardoise;Lettre d'intention validée
30034;Bellegarde;7550;30-Gard;CPTS COSTIERES EN CAMARGUE;30 002 102 9;Costières en Camargue;Accord conventionnel interprofessionnel signé
30035;Belvézet;240;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30036;Bernis;3452;30-Gard;CPTS CAMARGUE GARDOISE;;Camargue gardoise;Lettre d'intention validée
30037;Bessèges;2766;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30038;Bez-et-Esparon;326;30-Gard;CPTS AIGOUAL CEVENNES;;Aigoual Cévennes;Lettre d'intention validée
30039;Bezouce;2315;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30040;Blandas;127;30-Gard;CPTS AIGOUAL CEVENNES;;Aigoual Cévennes;Lettre d'intention validée
30041;Blauzac;1233;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30042;Boisset-et-Gaujac;2568;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30043;Boissières;585;30-Gard;CPTS E-RHÔNY;30 002 103 7;E-rhôny;Projet de santé validé
30044;Bonnevaux;84;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30045;Bordezac;392;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30046;Boucoiran-et-Nozières;989;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30047;Bouillargues;6238;30-Gard;CPTS COSTIERES EN CAMARGUE;30 002 102 9;Costières en Camargue;Accord conventionnel interprofessionnel signé
30048;Bouquet;183;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30049;Bourdic;371;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30050;Bragassargues;167;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30051;Branoux-les-Taillades;1336;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30052;Bréau-Mars;658;30-Gard;CPTS AIGOUAL CEVENNES;;Aigoual Cévennes;Lettre d'intention validée
30053;Brignon;762;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30054;Brouzet-lès-Quissac;303;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30055;Brouzet-lès-Alès;678;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30056;La Bruguière;329;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30057;Cabrières;1710;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30058;La Cadière-et-Cambo;218;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30059;Le Cailar;2467;30-Gard;CPTS CAMARGUE GARDOISE;;Camargue gardoise;Lettre d'intention validée
30060;Caissargues;4118;30-Gard;CPTS COSTIERES EN CAMARGUE;30 002 102 9;Costières en Camargue;Accord conventionnel interprofessionnel signé
30061;La Calmette;2432;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30062;Calvisson;5914;30-Gard;CPTS E-RHÔNY;30 002 103 7;E-rhôny;Projet de santé validé
30064;Campestre-et-Luc;134;30-Gard;CPTS AIGOUAL CEVENNES;;Aigoual Cévennes;Lettre d'intention validée
30065;Canaules-et-Argentières;466;30-Gard;;;;
30066;Cannes-et-Clairan;559;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30067;La Capelle-et-Masmolène;416;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30068;Cardet;905;30-Gard;;;;
30069;Carnas;516;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30070;Carsan;770;30-Gard;CPTS VALLIS BONA;30 002 065 8;Vallis bona;Accord conventionnel interprofessionnel signé
30071;Cassagnoles;413;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30072;Castelnau-Valence;481;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30073;Castillon-du-Gard;1679;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30074;Causse-Bégon;26;30-Gard;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
30075;Caveirac;4372;30-Gard;CPTS E-RHÔNY;30 002 103 7;E-rhôny;Projet de santé validé
30076;Cavillargues;849;30-Gard;;;;
30077;Cendras;1652;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30079;Chambon;257;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30080;Chamborigaud;891;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30081;Chusclan;966;30-Gard;;;;
30082;Clarensac;4190;30-Gard;CPTS E-RHÔNY;30 002 103 7;E-rhôny;Projet de santé validé
30083;Codognan;2419;30-Gard;CPTS E-RHÔNY;30 002 103 7;E-rhôny;Projet de santé validé
30084;Codolet;607;30-Gard;;;;
30085;Collias;1066;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30086;Collorgues;666;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30087;Colognac;226;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30088;Combas;677;30-Gard;;;;
30089;Comps;1736;30-Gard;CPTS COSTIERES EN CAMARGUE;30 002 102 9;Costières en Camargue;Accord conventionnel interprofessionnel signé
30090;Concoules;263;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30091;Congénies;1666;30-Gard;CPTS E-RHÔNY;30 002 103 7;E-rhôny;Projet de santé validé
30092;Connaux;1701;30-Gard;;;;
30093;Conqueyrac;101;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30094;Corbès;150;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30095;Corconne;609;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30096;Cornillon;935;30-Gard;CPTS VALLIS BONA;30 002 065 8;Vallis bona;Accord conventionnel interprofessionnel signé
30097;Courry;280;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30098;Crespian;436;30-Gard;;;;
30099;Cros;237;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30100;Cruviers-Lascours;705;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30101;Deaux;656;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30102;Dions;539;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30103;Domazan;951;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30104;Domessargues;752;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30105;Dourbies;138;30-Gard;CPTS SUD AVEYRON;12 000 953 5;Sud Aveyron;Lettre d'intention validée
30106;Durfort-et-Saint-Martin-de-Sossenac;750;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30107;Estézargues;605;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30108;L'Estréchure;155;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30109;Euzet;470;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30110;Flaux;365;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30111;Foissac;446;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30112;Fons;1733;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30113;Fons-sur-Lussan;233;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30114;Fontanès;682;30-Gard;;;;
30115;Fontarèches;247;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30116;Fournès;1073;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30117;Fourques;2748;30-Gard;CPTS COSTIERES EN CAMARGUE;30 002 102 9;Costières en Camargue;Accord conventionnel interprofessionnel signé
30119;Fressac;157;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30120;Gagnières;1088;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30121;Gailhan;264;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30122;Gajan;723;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30123;Gallargues-le-Montueux;3596;30-Gard;CPTS E-RHÔNY;30 002 103 7;E-rhôny;Projet de santé validé
30124;Le Garn;212;30-Gard;CPTS VALLIS BONA;30 002 065 8;Vallis bona;Accord conventionnel interprofessionnel signé
30125;Garons;5035;30-Gard;CPTS COSTIERES EN CAMARGUE;30 002 102 9;Costières en Camargue;Accord conventionnel interprofessionnel signé
30126;Garrigues-Sainte-Eulalie;734;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30127;Gaujac;1071;30-Gard;;;;
30128;Générac;4048;30-Gard;CPTS CAMARGUE GARDOISE;;Camargue gardoise;Lettre d'intention validée
30129;Générargues;692;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30130;Génolhac;824;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30131;Goudargues;1108;30-Gard;CPTS VALLIS BONA;30 002 065 8;Vallis bona;Accord conventionnel interprofessionnel signé
30132;La Grand-Combe;4955;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30133;Le Grau-du-Roi;8356;30-Gard;CPTS OCCITANIE MEDITERRANEE;34 002 971 9;Occitanie Méditerranée;Accord conventionnel interprofessionnel signé
30134;Issirac;310;30-Gard;CPTS VALLIS BONA;30 002 065 8;Vallis bona;Accord conventionnel interprofessionnel signé
30135;Jonquières-Saint-Vincent;3811;30-Gard;CPTS COSTIERES EN CAMARGUE;30 002 102 9;Costières en Camargue;Accord conventionnel interprofessionnel signé
30136;Junas;1152;30-Gard;;;;
30137;Lamelouze;138;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30138;Langlade;2239;30-Gard;CPTS E-RHÔNY;30 002 103 7;E-rhôny;Projet de santé validé
30139;Lanuéjols;339;30-Gard;;;;
30140;Lasalle;1093;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30141;Laudun-l'Ardoise;6327;30-Gard;;;;
30142;Laval-Pradel;1116;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30143;Laval-Saint-Roman;214;30-Gard;CPTS VALLIS BONA;30 002 065 8;Vallis bona;Accord conventionnel interprofessionnel signé
30144;Lecques;458;30-Gard;;;;
30145;Lédenon;1651;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30146;Lédignan;1491;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30147;Lézan;1535;30-Gard;;;;
30148;Liouc;329;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30149;Lirac;922;30-Gard;CPTS DE L'OLIVIER ;;L'olivier ;Lettre d'intention validée
30150;Logrian-Florian;264;30-Gard;CPTS ENTRE CHATAIGNE ET MICOCOULE;30 002 063 3;Entre châtaigne et micocoule;Accord conventionnel interprofessionnel signé
30151;Lussan;499;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30152;Les Mages;2061;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30153;Malons-et-Elze;124;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30154;Mandagout;389;30-Gard;CPTS AIGOUAL CEVENNES;;Aigoual Cévennes;Lettre d'intention validée
30155;Manduel;7092;30-Gard;CPTS COSTIERES EN CAMARGUE;30 002 102 9;Costières en Camargue;Accord conventionnel interprofessionnel signé
30156;Marguerittes;8564;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30158;Martignargues;436;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30159;Le Martinet;779;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30160;Maruéjols-lès-Gardon;266;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30161;Massanes;204;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30162;Massillargues-Attuech;669;30-Gard;;;;
30163;Mauressargues;171;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30164;Méjannes-le-Clap;725;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
30165;Méjannes-lès-Alès;1195;30-Gard;CPTS LA CEVENOLE;30 002 096 3;La cévenole;Accord conventionnel interprofessionnel signé
30166;Meynes;2542;30-Gard;CPTS REGARDS;30 002 049 2;Regards;Accord conventionnel interprofessionnel signé
30167;Meyrannes;791;30-Gard;CPTS ENTRE CEZE ET GARDON EN CEVENNES;30 002 098 9;Entre Cèze et Gardon en Cévennes;Accord conventionnel interprofessionnel signé
